Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Crestone Cap,Family Office,$3B,$1M-$20M,"Boulder, Colorado, United States",Wealth Management & Family Office Services,Technology; Healthcare; Real Estate; Private Equity; Hedge Funds; Fixed Income,Growth; Bridge,,1991,51-200,https://www.crestonecap.com,https://www.linkedin.com/company/crestone-capital/,,eweiss@crestonecap.com,(303)442-4447,"1048 Pearl Street, Suite 450","Crestone Capital, LLC is a multi-family office based in Boulder, Colorado, specializing in wealth management and financial advisory services for ultra-high-net-worth families, entrepreneurs, and business owners. Founded in 1991 by Eric Kramer, the firm offers tailored investment strategies, estate planning, and comprehensive financial solutions, managing over $3 billion in assets for approximately 150 families. Crestone Cap emphasizes long-term wealth preservation and growth through a disciplined, client-centric approach.",,folk,enriched,fe906db7-7a26-41d5-81e6-c547bf7e8af7
"Daniels + Tansey, LLP & Ann Taylor Tansey & Company, P.A.",Family Office,$535M,$1M-$10M,"Wilmington, Delaware, United States of America","Emerging Markets, Fixed Income, Public Equity, Real Estate",Real Estate; Financial Services; Emerging Markets; Fixed Income; Public Equity,Growth,,2001,11-50,https://www.dtinvestmentpartners.com,https://www.linkedin.com/company/daniels-tansey-llp,,azimmerman@dtinvestmentpartners.com,484-778-4426,,"Daniels + Tansey, LLP and Ann Taylor Tansey & Company, P.A. form a multi-family office based in Wilmington, Delaware, specializing in comprehensive wealth management and investment advisory services. The firm caters to high-net-worth individuals, families, charitable organizations, and businesses, offering tailored financial planning, asset allocation, and risk management strategies across diverse asset classes, including emerging markets, fixed income, public equity, and real estate. With a client-centric philosophy, the firm emphasizes long-term relationships, holistic financial solutions, and adaptive strategies to meet evolving client needs.",,folk,enriched,7e958b2f-fc75-44b6-bb37-956a1689237f
Daszkal Bolton Family Office,Family Office,$500M-$1B,$1M-$20M,"Boca Raton, Florida, United States of America","Real estate, financial services, hospitality, manufacturing, distribution, technology",Real Estate; Financial Services; Hospitality; Manufacturing; Distribution; Technology,Growth; Bridge,,1992,11-50,https://www.daszkalbolton.com,https://www.linkedin.com/company/daszkal-bolton-llp,,jridgely@daszkalbolton.com,561 367 1040,,"Daszkal Bolton Family Office is a multi-generational family office based in Boca Raton, Florida, managing the wealth of the Daszkal and Bolton families. The firm invests across diverse sectors including real estate, financial services, hospitality, manufacturing, distribution, and technology, with a focus on long-term value creation and strategic asset allocation.",,folk,enriched,e4e480cc-bf41-4627-b681-fb342d3b9976
EAST END ADVISORS,Family Office,$6B,$10M-$100M,"New York, United States of America","Wealth Management, Private Equity, Hedge Funds",Healthcare; Technology; Consumer & Retail; Industrials; Financial Services; Professional Services,Growth; Series C; Series D; Bridge,,2001,11-50,https://www.eastendadvisors.com,https://www.linkedin.com/company/east-end-advisors/,,cbrown@eastendadvisors.com,(631)805-3388,,"East End Advisors is a multi-family office based in New York, providing bespoke investment management and advisory services to ultra-high-net-worth families and affiliated foundations. The firm specializes in customized asset allocation, private equity, hedge funds, and direct investments across diverse sectors, with a strong emphasis on transparency, conflict-free advice, and long-term wealth preservation.",,folk,enriched,f151c060-412e-438e-ae30-168e59cddcbd
ESCOR GROUP (SMORGON SINGLE FAMILY OFFICE),Family Office,$1B+,$5M-$50M,"Melbourne, Australia","Hedge Fund,Direct Investment,Private Equity,Real Estate, Investments, Property, Philanthropy, Equities, Hedge Funds, Property Securities, Private Equity, Residential, Retail, Industrial, Hospitality, Aged Care, Commercial, Charitable Organizations",Real Estate; Private Equity; Public Equities; Hedge Funds; Philanthropy,Growth; Bridge,,1995,11-50,http://www.escor.com.au/,https://au.linkedin.com/company/escor-group,,tony@dascor.com.au,61 39 533-6666,,"Escor Group is the single-family office of the Smorgon family, one of Australia's most prominent business dynasties with roots dating back to 1927. Based in Melbourne, Escor manages the wealth and investments of the Jack and Robert Smorgon families across asset classes including equities, private equity, real estate, and philanthropic initiatives, emphasizing diversification and risk-aware strategies.",,folk,enriched,53bc85d7-df0d-4736-a33b-ca0adda42fe5
Fifth Avenue Family Office,Family Office,$500M-$1B,$1M-$20M,"Naples, Florida, United States",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Alternative Investments; Philanthropy,Growth; Bridge,,2010,11-50,https://www.fifthavenuefamily.com,https://www.linkedin.com/company/fifthavenuefamily,,maria@fifthavenuefamily.com,12392232300,,"Fifth Avenue Family Office is a multi-family office based in Naples, Florida, specializing in comprehensive wealth management for high-net-worth and ultra-high-net-worth families. Their services include investment management, estate and legacy planning, tax coordination, and family governance, with a focus on preserving and growing generational wealth through personalized, client-centric strategies.",,folk,enriched,294b4fee-2789-4866-8b7e-f060d6c0d9d4
GORDIAN WEALTH,Family Office,$500M-$1B,$1M-$20M,"Mill Valley, California, United States",Wealth Management & Family Office Services,Real Estate; Private Equity; Venture Capital; Private Credit; Alternative Investments,Growth; Bridge,,2010,11-50,https://www.gordianwealth.com,https://www.linkedin.com/company/gordian-wealth,,elliott@gordianwa.com,415 383 9990,,"Gordian Wealth is a multi-family office based in Mill Valley, California, specializing in comprehensive wealth management for ultra-high-net-worth individuals and families. The firm provides bespoke investment strategies across alternative assets, including private equity, real estate, venture capital, and private credit, with a focus on generational wealth preservation and growth. Led by founder Elliott Elbaz, Gordian Wealth emphasizes fiduciary responsibility, transparency, and tailored advisory services to simplify complex financial landscapes for its clients.",,folk,enriched,aab99893-384b-460b-9a94-b1f4ba680453
Haegheborgh Wealth Partners,Family Office,$1B+ (estimated),$5M-$50M,"The Hague, Netherlands","Family Office, Wealth Management, Estate Planning, Tax Advisory, Investment Management",Real Estate; Private Equity; Public Equities; Fixed Income; Alternative Investments; Philanthropy,Growth; Bridge,,2001,11-50,https://www.haegheborgh.nl,https://www.linkedin.com/company/haegheborgh-wealth-partners,,info@haegheborgh.nl,31 (0)70 416 60 52,,"Haegheborgh Wealth Partners is a multi-family office based in The Hague, Netherlands, specializing in comprehensive wealth management for affluent families, entrepreneurs, and individuals. Founded in 2001 by Akbar van Leeuwen, the firm provides tailored solutions in investment management, tax and estate planning, legal structuring, and corporate finance, with a strong emphasis on legacy preservation and family values. It operates with a client-centric philosophy, integrating financial disciplines to align wealth strategies with personal and familial objectives.",,folk,enriched,8204c65e-2154-443f-bded-4b9019398f0d
"Hayden Harper Advisory, LLC",Family Office,$500M-$1B,$1M-$20M,"Charlotte, North Carolina, United States","Renewable Energy, Oil and Gas, Manufacturing, Apparel Decoration, Advisory Services, Wholesale Optical Lab",Renewable Energy; Manufacturing; Oil and Gas; Apparel; Advisory Services,Growth; Bridge,,2010,11-50,https://www.hhadvisory.com,https://www.linkedin.com/company/hayden-harper-advisory-llc,,scannady@hhadvisory.com,(704) 343-2447,,"Hayden Harper Advisory, LLC is a multi-family office and advisory firm based in Charlotte, North Carolina, providing comprehensive wealth management, tax, financial planning, and family office services. The firm operates a diversified portfolio of businesses across renewable energy, manufacturing, oil and gas distribution, and apparel decoration, with a focus on sustainable growth and community impact.",,folk,enriched,27e89f32-1eae-414c-a85c-fc21d0596b99
Homrich Berg Family Office,Family Office,$17B,"N/A (Wealth management focus, not direct startup investments)","Atlanta, United States of America",Wealth Management & Family Office Services,Wealth Management; Financial Planning; Private Wealth; Trust & Estate Planning,,,1989,201-500,https://www.homrichberg.com,https://www.linkedin.com/company/homrich-berg,https://twitter.com/HomrichBerg,fuller@homrich-berg.com,404-264-1400,,"Homrich Berg is a multi-family office and registered investment adviser based in Atlanta, Georgia, specializing in comprehensive wealth management for high-net-worth families and individuals. Founded in 1989, the firm operates as a fee-only fiduciary, offering tailored financial planning, investment management, and family office services to over 3,600 families with more than $17 billion in assets under management. Known for its client-centric approach and high retention rate, Homrich Berg emphasizes individualized advice, wealth preservation, and community engagement.",,folk,enriched,655a3af6-6663-4d8a-a612-0087c1ca4849
ICG Advisors,Family Office,$7B,Custom (varies by client mandate),"Los Angeles, United States of America",Wealth Management & Investment Advisory,Wealth Management; Alternative Investments; Private Equity; Hedge Funds; Real Assets,Growth,,1990,11-50,https://www.icgadvisors.com,https://www.linkedin.com/company/icg-advisors,,emonis@icgadvisors.com,(424)270-8900,,"ICG Advisors is a Los Angeles-based independent investment management boutique specializing in bespoke wealth management solutions for high-net-worth individuals, families, and institutions. With over three decades of experience, the firm manages approximately $7 billion in assets, offering tailored investment strategies, manager selection, and portfolio construction to preserve and grow client wealth across market cycles. Their client-centric approach emphasizes low-volatility portfolios and alternative investments to meet diverse financial objectives.",,folk,enriched,f0eddfb8-8644-41e1-ad34-6a3037127d19
J. Leon,Family Office,$1B+ (estimated),$10M-$50M,"London, United Kingdom",Multi-Asset Investment Management,Real Estate; Private Equity; Public Equity; Hedge Funds; Impact Investing,Growth; Series C; Series D,,,11-50,https://www.jleon.co.uk,https://www.linkedin.com/company/j-leon-group/,,john@jleon.co.uk,44 (0)20 7435 9100,,"J. Leon is a fifth-generation family office based in London, UK, managing the wealth of the Leon family. The firm maintains a diversified investment portfolio spanning public and private equity, hedge funds, real estate, and philanthropic initiatives, with a long-term, value-driven investment approach. J. Leon prioritizes sustainable and impactful investments while avoiding unsolicited proposals.",,folk,enriched,c80f5f2a-8a3c-4be3-b35d-ee3a3e7ffee4
James Fleming,Family Office,$2B+,$5M-$50M,"London, United Kingdom",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Fixed Income; Alternative Investments,Growth; Bridge,,1834,51-200,https://www.jamesfleming.com,https://www.linkedin.com/company/james-fleming-&-co/,,info@jamesfleming.com,linkedin.com/company/sand-aire-limited,"11 Charles II St, St. James's, London SW1Y 4QU, United Kingdom","James Fleming & Co is a multi-family office based in London, UK, with roots dating back to 1834. It provides bespoke wealth management, investment advisory, and family office services to ultra-high-net-worth families and individuals, focusing on long-term capital preservation and growth across global markets.",,folk,enriched,2d3d5cab-9ad3-44ba-b684-54e120b5189e
JDJ,Family Office,$500M-$1B,$1M-$10M,"Plymouth, Massachusetts, United States",Wealth Management & Private Equity,Technology; Healthcare; Real Estate; Fintech; Automotive; IT & Tech,Seed; Series A; Series B; Growth,,1998,11-50,https://jdjfos.com/,https://www.linkedin.com/company/jdj-resources/,,asimmons@jdjfos.com,(617) 837-5833; 17742694778,,"JDJ is a multi-family office based in Boston, Massachusetts, established in 1998. It provides comprehensive wealth management, personal CFO services, and private equity investments, focusing on partnering with innovative entrepreneurs across diverse industries such as technology, healthcare, and real estate. JDJ operates with a seed-to-growth investment philosophy, emphasizing the creative vision and capabilities of entrepreneurs.",,folk,enriched,8eceaee6-7dec-4802-81e5-f59404e6106e
Jess S. Morgan & Company,Family Office,$157M,Not Applicable (Wealth Management Focus),"Los Angeles, California, United States of America","Accounting, Financial Services, Insurance, Real Estate",Entertainment; Media; Real Estate; Private Equity; Insurance,,,1967,11-50,https://www.jsmco.com,https://www.linkedin.com/company/jess-s-morgan-&-company,,sollweiler@jsmco.com,323.634.2400,,"Jess S. Morgan & Company is a multi-family office and business management firm based in Los Angeles, specializing in comprehensive wealth management for high-net-worth individuals, particularly in the entertainment industry. Founded in 1967, the firm provides tailored services including investment advisory, tax planning, insurance management, and financial compliance. Following its acquisition by NFP Corp. in 2022, it continues to serve affluent clients with a focus on preserving and growing generational wealth.",,folk,enriched,bb5cf855-366b-4749-94b2-1bface7c2569
Jstern Co.,Family Office,$3B,$10M-$100M,"London, United Kingdom","Wealth Management, Asset Management",Technology; Healthcare; Industrials; Communication Services; Consumer Defensive; Financial Services; Emerging Markets,Growth,,1805,11-50,https://www.jsternco.com,https://www.linkedin.com/company/j-stern-&-co/,https://twitter.com/JSternCo,cr@jsternco.com,44 78800557590,,"J. Stern & Co. is a multi-generational family office with roots in the Stern family’s 200-year banking heritage. The firm specializes in bespoke wealth management, offering global equity, multi-asset income, and emerging market debt strategies for ultra-high-net-worth families, entrepreneurs, trusts, and institutions. With a long-term investment horizon, J. Stern & Co. emphasizes proprietary analysis, transparency, and tailored portfolio construction across public markets.",,folk,enriched,f1686426-e92b-4839-96ad-836ee95846d9
kerrfinancial,Family Office,$1B+,Not Applicable (Wealth Management Focus),"Montreal, Canada","Family Office Services, Wealth Management",Wealth Management; Financial Planning; Estate Planning; Tax Advisory,,,1979,11-50,https://www.kerrfinancial.ca,https://www.linkedin.com/company/kerr-financial-group/,,msamotis@kerrfinancial.ca,(514)871-8213,"1200 Avenue McGill College, Suite 2000, Montreal, QC H3B 4G7, Canada; 181 Bay Street, Bay Wellington Tower, Suite 2920, Toronto, ON M5J 2T3, Canada","Kerr Financial is a multi-family office and wealth management firm founded in 1979 by Robert Kerr in Canada. Specializing in personalized financial planning, investment management, estate settlement, and tax advisory, the firm serves high-net-worth individuals, families, and business owners with a fee-only advisory model. With offices in Montreal and Toronto, Kerr Financial integrates tax, investment, retirement, and estate planning to deliver holistic wealth management solutions.",,folk,enriched,6d20c98f-5cb9-4151-b0ec-80b61c5647c4
KIRK CAPITAL (KIRK JOHANSEN SINGLE FAMILY OFFICE),Family Office,$10B+,$10M-$100M,"Vejle, Denmark","Family Office, Investment Management",Real Estate; Private Equity; Infrastructure; Technology; Consumer Goods; Financial Services; Industrials,Growth; Bridge,,2007,11-50,https://www.kirkkapital.dk/,https://www.linkedin.com/company/kirkkapital,,akp@kirkkapital.dk,41417288585,,"Kirk Kapital is the single-family office of the Kirk Johansen family, established in 2007 by Gunhild Kirk Johansen and her three sons. With roots in the legacy of LEGO founder Ole Kirk Christiansen, the firm manages the family's wealth across a diversified portfolio, including private equity, real estate, equities, fixed income, infrastructure, and alternative assets. Kirk Kapital emphasizes long-term, responsible investments with a focus on risk-adjusted returns and sustainability.",,folk,enriched,0eb535e2-7f6a-40d6-bf04-958fd9f74bcd
Klingenstein Fields & Co LLC,Family Office,$3B,$1M-$20M,"New York, United States of America",Wealth Management & Investment Advisory,Financial Services; Healthcare; Technology; Consumer Goods; Real Estate,Growth,,1989,11-50,https://www.klingenstein.com,https://www.linkedin.com/company/klingenstein-fields-&-co-llc,,michael.santamaria@klingenstein.com,212-492-7000,,"Klingenstein Fields & Co LLC, formerly known as Klingenstein Fields Advisors, is a multi-family office and registered investment advisory firm based in New York City. The firm provides comprehensive wealth management, portfolio management, and investment advisory services to high-net-worth individuals, families, trusts, estates, foundations, and endowments. With a focus on long-term capital preservation and growth, Klingenstein Fields emphasizes personalized investment strategies and bespoke financial planning.",,folk,enriched,ffcf2840-eb77-4e97-9cc6-37ff14d6e612
Kobo Wealth Conservancy & Family Office,Family Office,$500M-$1B,$1M-$10M,"Honolulu, Hawaii, United States of America",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Fixed Income; Alternative Investments,Growth; Bridge,,2003,11-50,https://www.kobowealth.com,https://www.linkedin.com/company/kobo-wealth-conservancy,,cschmeltz@kobowealth.com,(808) 546-1001; (808) 356-0286,"Stangenwald Building, 119 Merchant Street, Suite 610, Honolulu, HI 96813, United States of America; 8770 W. Bryn Mawr, Suite 1400, Chicago, IL 60631, United States of America","Kobo Wealth Conservancy & Family Office is a multi-family office based in Honolulu, Hawaii, specializing in wealth preservation, estate planning, and globally diversified investment management for high-net-worth individuals and families. The firm operates with a fiduciary standard, offering tailored financial advisory, lifestyle management, and confidential wealth solutions through a team of experienced professionals.",,folk,enriched,f5db8c47-e3b4-491f-bacb-7178402a45d5
KTS Capital,Family Office,$500M-$1B,$5M-$50M,"Zurich, Switzerland",Wealth Management,Real Estate; Private Equity; Technology; Healthcare; Financial Services,Growth; Series C; Series D; Bridge,,2005,11-50,https://www.ktscapital.ch,https://www.linkedin.com/company/kts-capital,,serena@ktscapital.ch,41 44 253 7190,"Seefeldstrasse 35, 8008 Zurich, Switzerland","KTS Capital is a single-family office based in Zurich, Switzerland, managing the wealth and investments of a high-net-worth family. The firm focuses on a diversified portfolio across private equity, real estate, and alternative investments, with a long-term investment horizon and a preference for direct investments in established businesses.",,folk,enriched,e394c44d-fe28-4c9b-8ac6-e57e443fe8e1
Legacy Trust Company,Family Office,$4B,$10M-$100M,"Houston, United States of America","Real Estate, Energy, Private Equity, Private Credit, Public and Private Markets",Real Estate; Energy; Private Equity; Private Credit; Public Markets,Growth,,1984,51-200,https://www.legacytrustcompany.com,https://www.linkedin.com/company/legacy-trust-company,,rm@legacytrustcompany.com,1 (888)739-7411,,"Legacy Trust Company is a nationally chartered, full-service trust company and multi-family office founded in 1984, specializing in wealth management, fiduciary services, and customized family office solutions for ultra-high-net-worth families and institutions. Headquartered in Houston, Texas, the firm manages over $4 billion in assets under administration, emphasizing long-term wealth preservation, strategic asset allocation, and intergenerational legacy planning. Their services span private equity, private credit, real estate, and public markets, with a client-centric approach tailored to the unique needs of each family.",,folk,enriched,fbe5647f-0947-4b63-b746-7e3eb12f1b1b
"Legacy Trust Company, N.A.",Family Office,$4B,Custom (varies by client mandate),"Houston, Texas, United States",Wealth Management & Multi-Family Office Services,Wealth Management; Estate Planning; Trust Administration; Philanthropy; Tax Optimization; Alternative Investments,Growth,,1984,51-200,https://www.legacytrust.com,https://www.linkedin.com/company/legacytrust,,gfortunov@legacytrust.com,(713) 651-8800; 17137940584,,"Legacy Trust Company, N.A. is a multi-family office and nationally chartered trust company specializing in comprehensive wealth management for ultra-high-net-worth families, foundations, and endowments. Founded in 1984, the firm provides bespoke financial planning, investment management, estate and trust administration, and legacy planning services, with a focus on long-term wealth preservation and intergenerational wealth transfer. Headquartered in Houston, Texas, Legacy Trust serves over 130 client relationships with more than $4 billion in assets under administration.",,folk,enriched,b2944fbc-95b0-4cd3-8f7f-420d2806dafc
LidoConsulting,Family Office,$1B+,$1M-$20M,"Los Angeles, United States of America",Wealth Management & Family Office Services,Technology; Healthcare; Real Estate; Financial Services; Consumer,Seed; Series A; Series B; Series C; Growth,,2003,11-50,https://www.lidoconsulting.com,https://www.linkedin.com/company/lido-consulting,,aweinberger@lidoconsulting.com,(310)278-8232,,"Lido Consulting is a multi-family office based in Los Angeles, specializing in wealth management, strategic investment advisory, and family governance for high-net-worth individuals and families. The firm provides tailored investment solutions, including direct investments, private equity, and venture capital opportunities, with a focus on long-term wealth preservation and growth.",,folk,enriched,7587a88a-86a9-4a28-a095-f911ee2d56ef
Lone Oak Trust Company,Family Office,$500M-$1B,$1M-$10M,"Fort Worth, Texas, United States","Wealth & Asset Management, Trust & Estate Administration",Real Estate; Energy (Oil & Gas); Private Equity; Wealth Management; Financial Services,Growth,,2008,11-50,https://www.loneoaktrust.com,https://www.linkedin.com/company/lone-oak-trust,,klummis@loneoaktrust.com,(817) 335-1178; 17133978190,,"Lone Oak Trust Company is an independent, fiduciary trust company based in Fort Worth, Texas, specializing in comprehensive trust and estate administration, family office services, and investment management for high-net-worth individuals and families. The firm operates without proprietary products, ensuring conflict-free management of diverse assets, including real estate, oil & gas interests, private equity, and traditional investments. Lone Oak also provides family foundation services and a partnership platform for tailored wealth management solutions.",,folk,enriched,f04d54cd-9c45-4702-a340-8b0611b9e6b1
Meristem FW,Family Office,$1B+ (estimated),$1M-$20M,"Minnetonka, Minnesota, United States of America","Equities, Real Estate, Fixed Income, Structured Products",Real Estate; Financial Services; Technology; Healthcare; Energy,Growth,,1990,11-50,https://www.meristemfw.com,https://www.linkedin.com/company/meristem-family-wealth,,cmaxwell@meristemfw.com,(888)835-2577,,"Meristem Family Wealth (Meristem FW) is a single-family office based in Minnetonka, Minnesota, managing the wealth of the Maxwell family. The firm focuses on a diversified investment strategy across equities, real estate, fixed income, and structured products, with a long-term approach to wealth preservation and growth.",,folk,enriched,8feca095-4fbc-4c52-83cb-15d05886a053
Oakmont Corporation,Family Office,$1B-$3B,$5M-$50M,"Los Angeles, United States of America",Wealth Management & Family Office Services,Real Estate; Private Equity; Technology; Healthcare; Financial Services,Growth; Series C; Series D,,1980,11-50,https://www.oakmontcorp.com,https://www.linkedin.com/company/oakmont-corporation,,mzoba@oakmontfinance.com,(877) 701-2391 ext. 104,,"Oakmont Corporation is a Los Angeles-based multi-family office established in 1980, specializing in bespoke investment management and wealth preservation for ultra-high-net-worth families and select institutional clients. The firm adopts a long-term, diversified investment approach, focusing on private equity, real estate, and alternative assets to achieve capital appreciation and generational wealth transfer.",,folk,enriched,7d2c55ec-3945-4c11-a8c8-43b22873bc2e
Owls Nest Capital,Family Office,$500M-$1B,$1M-$10M,"Marietta, Georgia, United States",Wealth Management,Technology; Real Estate; Private Equity; Hedge Funds; Alternative Investments,Growth; Bridge,,2018,11-50,https://www.owlsnestcapital.com,https://www.linkedin.com/company/owls-nest-capital,,paul.gravina@autotrader.com,(770) 971-4338,,"Owls Nest Capital is a multi-family office based in Marietta, Georgia, specializing in personalized wealth management and investment solutions for high-net-worth families. Led by Paul Gravina, the firm integrates human expertise with AI-driven analytics to optimize investment strategies, emphasizing transparency, wealth preservation, and tailored financial planning. Their approach focuses on long-term growth while addressing the unique needs of each family member.",,folk,enriched,867de3ec-1fa4-4e8a-8ead-2a0782b31ef3
Paul McCoy Family Office Services,Family Office,$1B-$3B,$1M-$20M,"Boston, Massachusetts, United States",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Alternative Investments; Philanthropy,Growth; Bridge,,1998,11-50,https://www.paul-mccoy.com,https://www.linkedin.com/company/paul-mccoy-family-office-services/,,patricia.moccia@vermont.gov,(617) 933-3600,,"Paul McCoy Family Office Services is a multi-family office based in Boston, Massachusetts, specializing in comprehensive wealth management for high-net-worth individuals and families. With over five decades of combined experience, the firm focuses on preserving and growing generational wealth while providing tailored financial, estate, and lifestyle management services. Their approach emphasizes discretion, personalized service, and long-term strategic planning.",,folk,enriched,55ca8c47-b4f0-4215-82fe-924ce0dc5d87
"Peakview Advisors, LLC",Family Office,$500M-$1B,$1M-$20M,"Denver, Colorado, United States of America","business services, consumer, distribution, energy, healthcare, industrials, manufacturing, technology",Technology; Healthcare; Industrials; Energy; Consumer; Financial Services; Real Estate,Growth; Bridge,,2015,11-50,https://www.peakviewadvisors.com,https://www.linkedin.com/company/peakview-advisors-llc,,scott@peakviewadvisors.com,303.592.1200,,"Peakview Advisors, LLC, is a multi-family office based in Denver, Colorado, providing comprehensive wealth management and advisory services to ultra-high-net-worth families. The firm specializes in investment management, financial planning, tax optimization, and legacy planning, with a focus on preserving and growing generational wealth. Peakview operates alongside its sister company, Velara, to address complex family office needs, including legal, accounting, and strategic advisory services.",,folk,enriched,f4e9ca48-4dd1-4f6a-b482-89d7094ae83f
Pincus Capital Management,Family Office,$1B-$2B,$5M-$50M,"New York, United States","Wealth Management, Private Equity, Venture Capital",Technology; Healthcare; Financial Services; Consumer; Real Estate,Growth; Series C; Series D; Bridge,,1995,11-50,http://www.pincuscapital.com,https://www.linkedin.com/company/pincus-capital-management,,scott.abookire@pincuscapital.com,(646) 571-1731; 13175082533,,"Pincus Capital Management is a single-family office based in New York, focused on preserving and growing multi-generational wealth through diversified investments. The firm manages assets for the Pincus family, with a strategic emphasis on private equity, venture capital, and technology-driven opportunities. It adopts a long-term investment horizon and a disciplined approach to asset allocation.",,folk,enriched,b7a46ba5-42b8-4ba9-9253-864d95ef25ca
Quadrant Management,Family Office,$1B-$3B,$1M-$20M,"New York, United States","manufacturing, financial services, energy, technology, media, healthcare, telecom, business services",Financial Services; Technology; Healthcare; Energy; Media; Telecom; Business Services; Manufacturing,Growth; Bridge,,2014,11-50,https://www.quadrantmgt.com,https://www.linkedin.com/company/quadrant-management,,bbunner@quadrantmgt.com,(212) 245-1030,,"Quadrant Management, formerly known as Quadrant Family Office, is a multi-family office and Registered Investment Advisor (RIA) based in New York. The firm specializes in bespoke wealth management, financial planning, and investment solutions for ultra-high-net-worth families and individuals. With a focus on tailored strategies, Quadrant emphasizes a four-phase process—Discovery, Design, Implementation, and Optimization—to address complex wealth management needs across diverse industries.",,folk,enriched,3d65f1f3-5c84-45e0-a998-77e9ed7099f0
San Antonio Multi-Family Office,Family Office,$500M-$1B,$1M-$10M,"San Antonio, Texas, United States","Wealth Management, Family Office Services",Real Estate; Private Equity; Public Equities; Fixed Income; Alternative Investments,Growth; Bridge,,2021,11-50,https://sendero.com/family-office/,https://www.linkedin.com/company/sendero-wealth-management/,,edward.hart@ahlstrom.com,(210) 205-1181,,"San Antonio Multi-Family Office, operating under Jiménez Wealth, is a boutique family office based in San Antonio, Texas, specializing in comprehensive wealth management services for ultra-high-net-worth families. Founded by Sergio Jiménez, the firm provides tailored financial, tax, investment, and estate planning solutions with a focus on long-term wealth preservation and growth. It serves a select group of prominent families, emphasizing personalized strategies and enduring client relationships.",,folk,enriched,331453dd-761e-4219-8eb0-de43cfcd1681
Sawmill Trust Company,Family Office,$1B-$3B,$1M-$20M,"Minneapolis, Minnesota, United States",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Alternative Investments; Forestry & Natural Resources,Growth; Bridge,,2004,11-50,https://www.sawmilltrust.com,https://www.linkedin.com/company/sawmilltrust,,julie.wong@sawmilltrust.com,(605) 275-4044,,"Sawmill Trust Company is a private multi-family office based in Minneapolis, Minnesota, established to manage the wealth of the Brooks family following the sale of their forest products business, Brooks-Scanlon. The firm operates independently of large financial institutions and serves over 30 families with a comprehensive suite of services, including investment management, tax planning, estate planning, and family foundation management. Sawmill emphasizes tailored investment strategies aligned with each family’s unique goals and maintains a transparent, client-centric approach.",,folk,enriched,5639b875-0455-4cca-9bda-7a3e9714f5d4
Signature FinaSignature - An Independent Family Office (Signature Family Wealth Advisors),Family Office,$4B,$1M-$20M,"Norfolk, United States of America",Wealth Management & Multi-Family Office,Public Equities; Private Equity; Venture Capital; Real Estate; Hedge Funds; Energy; Natural Resources; Fixed Income; Credit,Growth; Bridge,,1994,11-50,https://www.signaturefamilywealth.com/,https://www.linkedin.com/company/signature-family-wealth-advisors/,,david.jallits@signaturefamilywealth.com,(757)961-5206,,"Signature Family Wealth Advisors is an independent multi-family office based in Charlottesville, Virginia, serving ultra-high-net-worth families and individuals. Founded in 1994, the firm provides bespoke wealth management solutions, including investment advisory, tax planning, and estate structuring, with a focus on diversification across public and private markets. Signature manages over $4 billion in assets, emphasizing active strategies and risk-adjusted returns tailored to complex financial needs.",,folk,enriched,ef006c4d-a35d-4663-b9a0-a90e262c9d24
Sterling | Trustees,Family Office,"$1B+ (estimated, multi-family office scale)","Not applicable (trustee services, not direct investments)","Conshohocken, PA, United States of America","Multi-Family Office, Trust & Fiduciary Services",Wealth Management; Estate Planning; Trust Administration,,,2008,11-50,https://www.sterlingtrustees.com,https://www.linkedin.com/company/sterling-trustees-llc,,ajoffe@sterlingtrustees.com,610.234.0626,,"Sterling | Trustees, operating as part of The Caprock Group, is a multi-family office and independent corporate trustee specializing in trust, estate, and probate administration. Based in South Dakota and Pennsylvania, the firm provides tailored trustee services, including asset protection, directed trusts, and fiduciary oversight, with a focus on high-net-worth families and their advisors. Their client-centered approach emphasizes regulatory compliance, unbiased advice, and collaboration with legal and financial professionals.",,folk,enriched,610d0ca2-842c-4657-b14d-5cf3bf600e10
The Invictus Collective,Family Office,"$1B+ (estimated, based on typical multi-family office AUM for firms of this profile)",$5M-$50M,"Park Ridge, IL, United States of America","Finance, Financial Services",Real Estate; Private Equity; Public Equities; Alternative Investments; Philanthropy,Growth; Bridge,,2015,11-50,https://www.theinvictuscollective.com,https://www.linkedin.com/company/the-invictus-collective,,christian.habitz@theinvictuscollective.com,(773) 955-0637,,"The Invictus Collective is a multi-family office based in the Greater Chicago Area, specializing in wealth management and financial planning for ultra-high-net-worth individuals and multigenerational families. With a focus on simplifying complex financial decisions, the firm provides tailored solutions that address family dynamics, business interests, and long-term legacy planning, leveraging decades of experience in family office-style advisory services.",,folk,enriched,e5a5d863-7bf6-46e9-a955-3555bd6b0ffe
