Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Sentinel Capital,Family Office,$3.5B,$50M-$300M,"New York, United States",Private Equity,Consumer; Business Services; Aerospace & Defense; Food & Restaurant; Franchising; Healthcare,Growth; Series D; Series C; Series B,50,1995,11-50,https://www.sentinelcapital.co.uk,https://www.linkedin.com/company/sentinel-capital,https://twitter.com/SentinelCP,info@sentinelpartners.com,,"590 Madison Avenue, 29th Floor","Sentinel Capital Partners is a private equity firm focused on investing in lower middle-market companies in the United States. The firm targets businesses in the consumer, business services, aerospace and defense, food and restaurant, franchising, and healthcare sectors, emphasizing operational improvement and growth strategies.",,,enriched,66b1ee5c-bf83-42da-a655-b028a1c1a002
Sidney Kimmel Entertainment,Family Office,"$1B+ (estimated, including entertainment assets and personal wealth of Sidney Kimmel)",$2M-$25M,"Los Angeles, California, USA",Entertainment & Media,Entertainment; Media; Film Production; Television; Content Creation,Growth; Bridge,50,2004,11-50,http://www.sidneykimmelentertainment.com,https://www.linkedin.com/company/sidney-kimmel-entertainment/,https://twitter.com/SidneyKimmelEnt,info@sidneykimmelentertainment.com,,"9465 Wilshire Blvd, Suite 400","Sidney Kimmel Entertainment is a film and television production and financing company founded by philanthropist and businessman Sidney Kimmel. The firm focuses on producing and financing high-quality feature films, television series, and other entertainment content, leveraging Kimmel's extensive industry experience and network to support creative projects from development through distribution.",,folk,enriched,fc4e1c72-1973-4b2a-a316-6414890e360a
Smedvig,Family Office,$2B+,$1M-$20M,"Stavanger, Norway","Wealth Management, Real Estate, Private Equity, Venture Capital",Real Estate; PropTech; B2B Software; SaaS; Financial Services; Clean Energy; Infrastructure,Seed; Series A; Series B; Growth,50,1915,11-50,https://www.smedvig.com,https://www.linkedin.com/company/smedvig/,https://twitter.com/SmedvigGroup,contact@smedvig.com; investments@smedvig.com,,Stavanger; Olav V's gate 11; Norway; 4005,"Smedvig is a multi-generational Norwegian family office with roots dating back to 1915, founded by the Smedvig family. The firm manages wealth across real estate, venture capital, private equity, and public markets, with a strong emphasis on long-term value creation, sustainability, and community impact. Smedvig is known for its hands-on approach, strategic partnerships, and investments in high-quality assets, particularly in the Nordics and Europe.",,folk,enriched,19478dfb-9cf0-4223-8729-787ea02c801e
TIBERIUS,Family Office,$1.5B,$2M-$20M,"Dubai, United Arab Emirates",Financial Services,Technology; Healthcare; Fintech; Sustainable Energy; Real Estate,Seed; Series A; Series B; Series C; Growth,50,2005,51-200,https://www.tiberiusgroup.com,https://ch.linkedin.com/company/tiberuis,https://twitter.com/TiberiusGroup,info@tiberiusgroup.com,,"Level 35, Almas Tower, Jumeirah Lakes Towers","TIBERIUS is a global asset and wealth management firm with a strong presence in the Middle East, Europe, and Asia. Specializing in alternative investments, the firm focuses on private equity, venture capital, and real assets, offering tailored investment solutions to high-net-worth individuals, family offices, and institutional investors. With key operations in Dubai, Tiberius is known for its strategic investments in technology, healthcare, and sustainable energy sectors.",,,enriched,704820b7-9fad-4fd1-ac7a-309add1919c4
TrustPlutus,Family Office,$2B,$1M-$20M,"Mumbai, India","Financial Services, Wealth Management, Investment Advisory, Risk Management, Tax Advisory, Financing, Philanthropy, Legal Services, Estate & Wealth Transfer",Financial Services; Real Estate; Healthcare; Technology; Consumer Goods; Infrastructure,Growth; Bridge,50,2010,51-200,https://www.trustplutus.com,https://www.linkedin.com/company/trustplutus/,https://twitter.com/TrustPlutus,vishal.chandiramani@trustplutus.com,,,"TrustPlutus is a leading multi-family office based in India, specializing in bespoke wealth management and investment advisory services for ultra-high-net-worth families and individuals. The firm provides comprehensive financial solutions, including risk profiling, asset allocation, tax advisory, estate planning, and philanthropy management, with a fiduciary commitment to client interests. Registered with SEBI, TrustPlutus manages assets worth over ₹16,900 crores (~$2B) and serves over 700 families with a team of 90+ professionals.",,folk,enriched,4d6243a4-744b-4a90-9b61-3cc314ded9d7
VULCAN CAPITAL,Family Office,$10B+,$10M-$100M,"Seattle, United States of America","Family Office, Investment Management, Venture Capital, Private Equity",Technology; Real Estate; Sports; Entertainment; Media; Life Sciences; Energy; Financial Services; Green Technologies,Growth; Series A; Series B; Series C; Series D; Bridge,50,1986,51-200,https://www.vulcan.com/what-we-do/capital,https://www.linkedin.com/company/vulcan-inc-/,https://twitter.com/vulcaninc,dank@vulcan.com,,"505 5th Ave S, Suite 900","Vulcan Capital is the multi-billion-dollar investment arm of Vulcan Inc., the private company founded by the late Paul G. Allen, co-founder of Microsoft. Based in Seattle, Washington, Vulcan Capital manages the Allen family's diverse portfolio, focusing on technology, real estate, sports, entertainment, and philanthropic initiatives. The firm makes direct investments in public and private companies, as well as venture capital and private equity funds, with a global investment scope.",,folk,enriched,230952a1-3d36-4274-8feb-8ae3142e4001
Prasetia Dwidharma,Family Office,$200M-$500M,$500K-$5M,"Jakarta, Indonesia",Technology,Fintech; E-Commerce; Digital Infrastructure; Technology; Logistics,Seed; Series A; Series B,47,1998,11-50,http://www.prasetia.co.id,https://www.linkedin.com/company/pt-prasetia-dwidharma,,investment@prasetia.co.id,,"Jakarta Pusat, Jakarta Raya, Indonesia","Prasetia Dwidharma is a family office established by the Setiadharma family, focusing on early-stage technology investments primarily in Southeast Asia. The firm targets high-growth startups across sectors such as fintech, e-commerce, and digital infrastructure, leveraging the family's long-standing business expertise and regional networks.",,folk,enriched,fd49a88e-2d2f-4957-88bc-c87aa884a8aa
French Partners,Family Office,$1.2B,$500K-$5M,"Geneva, Switzerland",Wealth Management,Technology; Healthcare; Fintech; Sustainability; Impact Investing,Seed; Series A; Series B,40,2008,11-50,https://www.frenchpartners.com,https://www.linkedin.com/company/french-partners/,https://twitter.com/FrenchPartners,contact@frenchpartners.com; investments@frenchpartners.com,,Geneva; Rue du Rhône 110; Switzerland; 1204,"French Partners is a multi-family office based in Geneva, Switzerland, managing the wealth of high-net-worth European families. The firm focuses on direct investments in early-stage technology and healthcare startups, as well as alternative assets, with a strong emphasis on sustainable and impact-driven opportunities.",,folk,enriched,9065a093-59b0-4bfe-a532-02faefe7ecb4
AMC Family Office,Private,$1B+,$1M-$10M,"Palo Alto, United States",Wealth Management & Investment Advisory,Technology; Fintech; Healthcare; Real Estate; Consumer,Seed; Series A; Series B; Growth,33,1985,11-50,https://amcfamilyoffice.com,https://www.linkedin.com/company/amc-family-office,https://twitter.com/AMCFamilyOffice,info@amcfamilyoffice.com; michael.messemer@amcfamilyoffice.com,,Palo Alto; California; 3000 El Camino Real; United States; 94306,"AMC Family Office is a multi-family office based in Palo Alto, California, providing comprehensive wealth management, investment advisory, and strategic capital deployment services for high-net-worth families and individuals. The firm focuses on direct investments in early-stage to growth companies, real estate, and alternative assets, with a strong emphasis on technology and innovation-driven sectors.",,folk,enriched,955d09a5-6b02-41b2-83c3-fc3ae0b3fd0e
Aglaia Family Office,Family Office,$1B+,$5M-$50M,"Singapore, Singapore",Wealth Management & Family Office Services,Technology; Healthcare; Fintech; Real Estate; Private Equity; Venture Capital,Growth; Series C; Series D; Bridge,30,2010,11-50,https://aglaiaim.com/,https://www.linkedin.com/company/aglaia-family-office/,,info@aglaiaim.com,,"1 Raffles Place, #20-61 Tower 2, Singapore 048616","Aglaia Family Office is a Singapore-based multi-family office providing bespoke wealth management, investment advisory, and family governance services to ultra-high-net-worth (UHNW) families across Asia. The firm specializes in cross-border investments, private equity, venture capital, and real estate, with a focus on preserving and growing generational wealth through tailored strategies.",,folk,enriched,56e6bc99-51f7-4427-8a97-7bdc2ed7f4f6
Armada Investment AG,"Family Office, Venture Capital",$500M-$1B,€3M-€20M,"Zurich, Switzerland","Financial Services, Venture Capital, Real Estate, Asset Management",Technology; Financial Services; Real Estate; Fintech; Enterprise Software,Series A; Series B; Series C; Growth,30,2000,11-50,https://www.armada.com,https://www.linkedin.com/company/armada-investment-group-ag,https://twitter.com/ArmadaInvest,info@armada.com,,"Bahnhofstrasse 92, 8001 Zurich, Switzerland","Armada Investment AG is a multi-family office and venture capital firm founded by Daniel S. Aegerter in 2000. Based in Zurich, Switzerland, it manages a diversified portfolio spanning venture capital, real estate, and private equity, with a focus on technology, financial services, and asset management. The firm provides tailored wealth management and investment solutions for ultra-high-net-worth families, including the Aegerter family, while also making direct investments in growth-stage companies.",,folk,enriched,ea8001e2-ad5c-4a5b-9d37-facf96865311
BARGUZ FAMILY OFFICE,Family Office,$500M-$1B,$1M-$20M,"Santiago, Chile",Multi Asset,Real Estate; Private Equity; Public Equities; Infrastructure; Technology,Growth; Series C; Series D; Bridge,30,1990,11-50,https://www.barguz.cl,https://www.linkedin.com/company/barguz-family-office,,arodriguez@barguz.cl,,,"Barguz Family Office is a multi-generational family office based in Chile, managing the wealth of the Barguz family. The firm focuses on diversified investments across multiple asset classes, including private equity, real estate, and public markets, with a strong emphasis on long-term value creation and generational wealth preservation.",,folk,enriched,0e0b1638-bd37-466e-a2cc-ff100977c7ce
Bfamily B.V.,Family Office,€5B+,€1M-€50M,"Amsterdam, Netherlands",Wealth Management & Investment,Retail; Technology; Sustainability; Real Estate; Fintech; Impact Investing,Seed; Series A; Series B; Growth,30,2000,11-50,https://www.bfamily.nl,https://nl.linkedin.com/company/bfamily-b-v,https://twitter.com/bfamily_nl,info@bfamily.nl,,"Herengracht 450, 1017 CA Amsterdam, Netherlands","Bfamily B.V. is a single-family office based in the Netherlands, managing the wealth and investments of the Brenninkmeijer family, founders of the global retail conglomerate C&A. The firm focuses on long-term value creation through diversified investments across private equity, real estate, and venture capital, with a strong emphasis on sustainability and impact-driven opportunities.",,,enriched,3404eeea-15e4-44a7-aff2-e17ec8fcaf5c
Blue 9 Capital,Single-Family Office,$500M-$1B,$500K-$5M,"New York, United States",Investment Management,Technology; Fintech; Blockchain/Crypto; Healthcare; Consumer,Pre-seed; Seed; Series A,30,2015,11-50,https://www.blue9capital.com/,https://www.linkedin.com/company/blue-9-capital/,https://twitter.com/Blue9Capital,info@blue9capital.com,,"590 Madison Ave, New York, NY 10022, United States","Blue 9 Capital is a single-family office focused on early-stage investments across diverse sectors, including technology, fintech, and cryptocurrency. The firm leverages its principals' entrepreneurial background to support high-growth startups with capital and strategic guidance, primarily in North America.",,folk,enriched,0282cc04-6c99-4aae-a637-949cdf88c1dc
Carpa Family Office,Family Office,$500M-$1B,$1M-$20M,"São Paulo, Brazil","Private Equity, Venture Capital, Private Debt, Real Estate, Infrastructure, Natural Resources, Hedge Funds",Technology; Healthcare; Fintech; Real Estate; Infrastructure; Energy; Natural Resources,Seed; Series A; Series B; Series C; Growth,30,2010,11-50,https://www.carpafamilyoffice.com,https://www.linkedin.com/company/carpa-familyoffice,,luis.dias@carpafamily.com,,,"Carpa Family Office is a multi-family office based in São Paulo, Brazil, specializing in wealth management and investment solutions for high-net-worth families. The firm offers a diversified portfolio strategy across private equity, venture capital, real estate, infrastructure, private debt, and hedge funds, with a focus on long-term capital preservation and growth.",,folk,enriched,26db9d6d-d8aa-4226-9185-37919b6fe5a1
Catamaran Ventures,Family Office,$3B+ (estimated),$1M-$50M,"Bengaluru, India",Investment Management,Technology; Healthcare; Fintech; Consumer; Enterprise Software; EdTech,Seed; Series A; Series B; Series C; Growth,30,2010,11-50,https://catamaran.in/,https://www.linkedin.com/company/catamaran-ventures/,https://twitter.com/CatamaranV,contact@catamaran.in,,"Catamaran Ventures, #42, 1st Floor, 12th Main, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India","Catamaran Ventures is the family office of N.R. Narayana Murthy, co-founder of Infosys, one of India's largest IT services companies. The firm focuses on early-stage to growth investments in technology, healthcare, consumer, and financial services sectors, primarily in India and globally, with a long-term value creation approach.",,folk,enriched,1ac4a730-e285-4020-bc73-39c4e84ac3bb
Catamaran Ventures (NR Narayana Murthy),Family Office,$2B,$1M-$20M,"Bengaluru, India","Venture Capital, Private Equity, Family Office",Technology; Fintech; Healthcare; Consumer; SaaS; E-commerce,Seed; Series A; Series B; Growth,30,2010,11-50,https://www.catamaranventures.com,https://www.linkedin.com/company/catamaran-ventures/,https://twitter.com/CatamaranV,suraj@catamaranventures.com; sudipto@catamaranventures.com; udit@catamaranventures.com; sheetal@catamaranventures.com; chirag@catamaranventures.com; deepak@catamaranventures.com,,"No. 3, 80 Feet Road, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India","Catamaran Ventures is the family office of NR Narayana Murthy, co-founder of Infosys, focusing on early-stage and growth investments in Indian startups across technology, consumer, and healthcare sectors. The firm leverages Murthy's extensive entrepreneurial experience and network to support high-potential ventures in India and occasionally in global markets.",,folk,enriched,a40b571d-72af-481a-a05e-e1635a9e5df5
Clements Group Holdings,Family Office,$1B-$2B,$5M-$50M,"Hong Kong, Hong Kong",Family Office & Investment Holding,Real Estate; Private Equity; Venture Capital; Technology; Healthcare; Financial Services; Consumer,Growth; Series C; Series D; Bridge,30,1990,11-50,https://www.clementsgroupholdings.com,https://www.linkedin.com/company/clements-group-holdings,,info@clementsgroupholdings.com,,"Central, Hong Kong, Hong Kong","Clements Group Holdings is a privately owned, multi-generational family office and investment holding company based in Hong Kong. The firm focuses on diversified investments across real estate, private equity, venture capital, and public markets, with a strong emphasis on Asia-Pacific opportunities and long-term wealth preservation for the founding family.",,folk,enriched,35fb60a1-42cb-4361-9065-88b78187f15a
"Davis Family Office, LLC",Family Office,$1B-$2B,$5M-$50M,"Atlanta, United States of America","Family Office, Wealth Management, Real Estate, Private Equity",Real Estate; Private Equity; Technology; Healthcare; Financial Services,Growth; Series C; Series D,30,2005,11-50,https://www.davisofc.com,https://www.linkedin.com/company/davis-family-office-llc,,davis@davisofc.com,,,"Davis Family Office, LLC (DFO) is a single-family office based in Atlanta, Georgia, managing the wealth and investments of the Davis family. The firm focuses on a diversified portfolio across real estate, private equity, and alternative investments, with a long-term investment horizon and a preference for direct investments in growth-stage companies and tangible assets.",,folk,enriched,02e2506f-e5b1-4e47-ba34-e38d7f5bba7d
"DRD Investments, LLC",Family Office,$1B+,$1M-$20M,"Naples, Florida, United States","Financial Services, Hedge Funds, Real Estate Investment",Financial Services; Real Estate; Technology; Healthcare; Fintech,Seed; Series A; Series B; Growth,30,1990,11-50,https://www.drd-investments.com,https://www.linkedin.com/company/drd-investments-llc,,alexb@drd-investments.com,,,"DRD Investments, LLC is a multi-generational family office representing the wealth of the Dion family, founders of Dion Money Management. Based in Naples, Florida, and Williamstown, Massachusetts, the firm manages a diversified portfolio across hedge funds, venture capital, real estate, and other financial assets, with a focus on long-term wealth preservation and growth.",,folk,enriched,2d758db9-f740-497a-a45d-8f7a557b5b35
Financière Florentine,Family Office,"€200M-€500M (estimated, based on family office standards and investment focus)",€50K-€2M,"Paris, France","Wealth Management, Impact Investing",Cleantech; Financial Services; Sustainable Technology; Impact Investing,Pre-seed; Seed; Series A,30,2005,11-50,https://financiere-florentine.fr,https://www.linkedin.com/company/financi%C3%A8re-florentine/,https://twitter.com/FinFlorentine,bienvenue@financiere-florentine.fr,,Paris; HQ; 15 Rue de la Paix; France; 75002,"Financière Florentine is a single-family office based in France, managing the wealth of the Florentine family. The firm focuses on early-stage investments in cleantech, financial services, and sustainable technologies, with a strong emphasis on impact-driven startups in Europe.",,folk,enriched,4c2afc74-6912-4466-97a1-d10b9f5fc199
Fink Family Office,Family Office,$1B+,$1M-$20M,"London, United Kingdom",Wealth Management,Technology; Real Estate; Sustainable Investments; Financial Services; Healthcare,Seed; Series A; Series B; Growth,30,2005,11-50,https://www.finkfamilyoffice.com,https://www.linkedin.com/company/fink-family-office/,https://twitter.com/FinkFamilyOffice,contact@finkfamilyoffice.com,,"123 Fink House, Mayfair","Fink Family Office is a single-family office managing the wealth of the Fink family, known for their long-term investment approach and diversified portfolio. The office focuses on direct investments, venture capital, and private equity opportunities across Europe and North America, with a strong emphasis on technology, real estate, and sustainable assets.",,,enriched,3b730224-e196-40e2-9a07-6a7c41c230c9
GATES CAPITAL PARTNERS,Family Office,$1B-$2B,$10M-$50M,"Denver, Colorado, United States of America","Private Equity, Co-Investment, Family Wealth Management",Technology; Healthcare; Financial Services; Industrials; Consumer,Growth; Series C; Series D; Bridge,30,2000,11-50,https://www.gatescapital.net,https://www.linkedin.com/company/gates-capital-partners,,kchristiansen@gatescapital.net,,,"Gates Capital Partners is a single-family office based in Denver, Colorado, managing the wealth and investments of the Gates family, not affiliated with Bill & Melinda Gates. The firm focuses on private equity co-investments, direct investments, and partnerships with top-tier private equity managers, emphasizing long-term value creation across diverse sectors including technology, healthcare, and financial services.",,folk,enriched,68c6bf83-622e-42c3-8a7a-59ce5568c184
Gullspang Invest,Family Office,$5B+,$10M-$100M,"Lausanne, Switzerland","Resource Efficiency, Sustainability, Healthcare, Education, Technology, Water",Technology; Healthcare; Consumer Goods; Real Estate; Sustainability; Education; Water,Seed; Series A; Series B; Growth,30,2010,11-50,https://www.gullspang.com,https://www.linkedin.com/company/gullspang-invest,https://twitter.com/GullspangInvest,contact@gullspang.com,,"Avenue de la Gare 10, 1003 Lausanne, Switzerland","Gullspang Invest is a single-family office based in Lausanne, Switzerland, managing the wealth of the Swedish Rausing family, known for their long-standing business empire in packaging (Tetra Pak). The firm focuses on direct investments in resource efficiency, sustainability, healthcare, education, and technology, with a strong geographic preference for the Nordics and Europe.",,folk,enriched,0f6a19d9-f8a7-4aab-af31-cd7b48bbeeb9
Ion Pacific,Private,$500M,$1M-$10M,"Hong Kong, Hong Kong",Financial Services,Fintech; Technology; SaaS; E-commerce; Digital Assets,Seed; Series A; Series B; Growth,30,2015,11-50,https://www.ionpacific.com,https://www.linkedin.com/company/ion-pacific/,https://twitter.com/ionpacific,info@ionpacific.com,,"Hong Kong; 18/F, One Island East; Hong Kong","Ion Pacific is a multi-family office and private investment firm based in Hong Kong, specializing in cross-border investments between Asia and the Western markets. The firm focuses on technology, fintech, and growth-stage companies, providing capital, strategic guidance, and operational support to its portfolio companies.",,folk,enriched,ef25c631-e34c-48d3-a98a-6f9baba73534
JAJ Investment Group,Family Office,$1B-$2B,$5M-$50M,"Luxembourg, Luxembourg",Wealth Management & Private Investments,Technology; Real Estate; Financial Services; Healthcare; Fintech,Seed; Series A; Series B; Growth,30,1998,11-50,https://www.jajinvestmentgroup.com,https://lu.linkedin.com/company/jajinvestmentgroup,https://twitter.com/JAJInvestGroup,info@jajinvestmentgroup.com; investments@jajinvestmentgroup.com,,"12 Rue Eugène Ruppert, L-2453 Luxembourg, Luxembourg","JAJ Investment Group is a multi-generational family office based in Luxembourg, managing the wealth of the Chahine family. The firm focuses on global investments across private equity, real estate, and venture capital, with a strong emphasis on long-term value creation and diversification.",,,enriched,d7747a71-31a4-406e-8f70-3e9c5987700a
Kaya Capital,Family Office,$1.5B,$2M-$20M,"Rotterdam, Netherlands",Wealth & Asset Management,Logistics; Sustainable Energy; Technology; Real Estate; Impact Investing; Healthcare,Seed; Series A; Series B; Series C; Growth,30,2005,11-50,https://www.kayacapital.nl/,https://nl.linkedin.com/company/kaya-capital,https://twitter.com/KayaCapitalNL,info@kayacapital.nl,,"Weena 695, 3013 AL Rotterdam, Netherlands","Kaya Capital is a single-family office based in the Netherlands, managing the wealth of the Van der Vorm family, founders of the global shipping and logistics conglomerate Vopak. The firm focuses on long-term investments across private equity, venture capital, real estate, and sustainable assets, with a strong emphasis on impact-driven opportunities in Europe and emerging markets.",,,enriched,2b8f0b41-e2c9-45e2-8dda-3e6e494636cb
Kistefos Venture Capital,"Family Office, Venture Capital","$1B+ (estimated, including family office assets)",€1M-€5M,"Oslo, Norway","Financial Services, Industrial, Shipping, Logistics, Fintech, Technology, Real Estate",Fintech; Technology; Logistics; Industrial; Shipping; Real Estate; SaaS,Pre-seed; Seed; Series A,30,1993,11-50,http://www.kistefos.no/,https://www.linkedin.com/company/kistefos-as,https://twitter.com/KistefosAS,contact@kistefos.no,,Drammensveien 134,"Kistefos Venture Capital is the venture arm of Kistefos AS, a Norwegian family office founded by Christen Sveaas in 1993. The firm manages investments across multiple sectors, including technology, fintech, logistics, and industrial ventures, with a strong focus on early-stage startups in the Nordic region and beyond. Kistefos combines its family office resources with a dedicated venture capital strategy to support high-growth companies.",,folk,enriched,fe7bbee5-6070-4954-8104-17a6a0385e00
Klein Invest,Family Office,$1B+,€3M-€20M,"Oslo, Norway","Real Estate, Technology, E-commerce, Gaming",Real Estate; E-commerce; Gaming; Technology,Series B; Series C; Growth,30,1998,11-50,https://www.kleingroup.no/,https://linkedin.com/company/kleingroupas,https://twitter.com/KleinGroupAS,contact@kleingroup.no,,Oslo; Tjuvholmen allé 19; Norway; 0252,"Klein Invest is the investment arm of the Klein Group, a prominent Norwegian family office established by the Klein family. The firm focuses on high-yield stock investments, long-term real estate holdings, and venture capital in sectors such as e-commerce, gaming, and technology, with a strong emphasis on scalable growth-stage companies in the Nordic region and beyond.",,folk,enriched,05fadf50-10a6-4495-8694-44ea2b33ceae
Knop Investments,Family Office,$500M-$1B,$1M-$20M,"Amsterdam, Netherlands",Wealth Management & Private Investments,Real Estate; Sustainable Energy; Technology; Healthcare; Agriculture,Growth; Series B; Series C; Series D,30,1998,11-50,https://www.knopinvestments.com/en/,https://nl.linkedin.com/company/knop-investments,https://twitter.com/KnopInvestments,info@knopinvestments.com,,"De Entree 99, 1101 BH Amsterdam, Netherlands","Knop Investments is a single-family office based in the Netherlands, managing the wealth of the Knop family. The firm focuses on direct investments in private companies, real estate, and alternative assets, with a long-term investment horizon and a preference for sustainable and impact-driven opportunities.",,,enriched,b1864a44-9555-4114-82cb-732392070bc1
Kontaveit Group,VC,$200M,€100K-€1.5M,"Tallinn, Estonia","Family Office, Technology, Finance, Consulting",Technology; Fintech; Consulting; Marketing; SaaS,Pre-seed; Seed; Series A; Series B; Series C,30,2010,11-50,https://kontaveitgroup.com/,https://www.linkedin.com/company/kontaveit-group/,https://twitter.com/KontaveitGroup,info@kontaveitgroup.com,,"Pärnu mnt 139c, 11317 Tallinn, Estonia","Kontaveit Group is a family office associated with the Kontaveit family, known for its investments in technology, finance, and consulting sectors across Europe and Asia. The firm focuses on early to growth-stage companies, providing strategic capital and business solutions to high-potential enterprises in competitive markets.",,folk,enriched,03478340-3a08-496e-900c-9db8c82a6355
Lansdowne Family Office,Family Office,$2B+,$10M-$100M,"London, United Kingdom",Wealth Management & Private Investments,Financial Services; Technology; Consumer Products; Industrials; Healthcare; Real Estate; Sustainable Investments,Growth; Series C; Series D,30,2010,11-50,https://www.lansdownepartners.com,https://www.linkedin.com/company/lansdowne-partners/,https://twitter.com/LansdownePart,ywu@lansdownepartners.com,,,"Lansdowne Family Office is the private investment vehicle for the Lansdowne Partners founding team, focusing on long-term, fundamental investing across public and private markets. The office emphasizes sustainability, ESG integration, and active engagement with portfolio companies, particularly in Europe and North America. It manages the wealth of the firm's principals and their families, with a diversified approach spanning equities, real assets, and alternative investments.",,folk,enriched,18b79a59-8ad0-49e5-8cc0-f6998e94cf44
Marriøtt Corporation,Family Office,$2B+,$5M-$50M,"Bethesda, Maryland, USA",Diversified Investments,Aerospace; Information Technology; Media and Entertainment; Real Estate; Textiles; Hospitality; Travel Technology,Series B; Series C; Series D; Growth,30,1993,11-50,https://www.marriott.com,https://www.linkedin.com/company/marriott-international,https://twitter.com/MarriottIntl,investor.relations@marriott.com,,Bethesda; MD; 10400 Fernwood Road; USA; 20817,"Marriøtt Corporation is a diversified family office with roots in the Marriott hospitality empire, now managing investments across aerospace, technology, media, real estate, and textiles. The firm leverages its operational expertise and long-term capital to support growth-stage companies and venture opportunities, often taking board seats and providing strategic guidance.",,folk,enriched,2a19a483-5d39-445d-8380-c7b8d21e252d
NAIR FAMILY OFFICE,Family Office,$500M-$1B,$1M-$10M,"Singapore, Singapore",Multi-Asset Investment Management,Technology; Fintech; Healthcare; Consumer; Real Estate; Impact Investing,Seed; Series A; Series B; Growth,30,1999,11-50,https://www.nair.sg,https://www.linkedin.com/company/nair-family-office,,vinod@nair.sg,,,"NAIR Family Office, founded by Vinod Nair, is a Singapore-based single-family office established to manage the wealth and investments of the Nair family. The office focuses on multi-asset investments, including venture capital, private equity, and philanthropic initiatives, with a strong emphasis on supporting innovative startups and community causes in Asia and globally.",,folk,enriched,15cebfb9-95cd-4664-8df4-e3826470d2f7
North-East Family Office,Family Office,$1B+,€1M-€10M,"Copenhagen, Denmark","Diversified (Early-stage ventures, traditional assets)",Food; Biometrics; Healthtech; Biotech; Renewables; Sustainability; Technology,Pre-Seed; Seed; Series A; Series B; Growth,30,2013,11-50,https://north-east.group/,https://www.linkedin.com/company/north-east-family-office/?originalSubdomain=dk,https://twitter.com/NorthEastFO,contact@north-east.group,,"Bredgade 36, 1260 Copenhagen K, Denmark","North-East Family Office is a single-family office established by Winnie Liljeborg and Per Algot Enevoldsen, the founders of the global jewelry brand Pandora. Based in Copenhagen, Denmark, the family office focuses on preserving and growing the family's wealth across generations, with a diversified investment strategy spanning early-stage ventures in food, biometrics, healthtech, biotech, and renewables, as well as traditional asset classes.",,folk,enriched,75d1756e-b6ce-458d-ab42-56d57c13ccc1
Olive Hill Group,Family Office,$1B+,$5M-$50M,"Los Angeles, United States","Family Office, Media & Entertainment, Real Estate, Venture Capital",Media & Entertainment; Real Estate; Technology; Consumer,Growth; Series C; Series D,30,1980,11-50,https://www.olivehill.com,https://www.linkedin.com/company/olive-hill-group,https://twitter.com/OliveHillGroup,info@olivehill.com,,Los Angeles; CA; 11150 Santa Monica Blvd; United States; 90025,"Olive Hill Group is a multi-generational family office with a diversified investment portfolio spanning media and entertainment, real estate, and venture capital. The firm focuses on long-term value creation, strategic growth investments, and direct equity participation in high-potential companies and assets.",,folk,enriched,d2f2fcb0-cd5b-4183-8b35-4a547f737e45
Oslo Family Office,Family Office,$1B+,$1M-$20M,"Oslo, Norway","Family Offices, Wealth Management, Venture Capital, Private Equity",Technology; Artificial Intelligence; Big Data; Fintech; Healthcare; Renewable Energy; Industrials,Seed; Series A; Series B; Series C; Growth,30,2010,11-50,https://www.oslofamilyoffice.com,https://www.linkedin.com/company/oslo-family-office,https://twitter.com/OsloFamilyOffice,henrik@oslofamilyoffice.com,,,"Oslo Family Office is Norway's premier multi-family office, specializing in wealth management and advisory services for ultra-high-net-worth families with generational business legacies. The firm provides tailored solutions for professional ownership, governance, and investment strategies, with a strong focus on preserving and growing family wealth across asset classes, including venture capital, private equity, and direct investments in technology-driven sectors.",,folk,enriched,c59e8aee-0d14-413d-afba-5633e95eaf68
Pall Mall Family Office,Family Office,$1B+,$1M-$20M,"London, United Kingdom",Wealth Management & Private Investments,Real Estate; Private Equity; Technology; Healthcare; Financial Services; Infrastructure,Growth; Series C; Series D; Bridge,30,2010,11-50,https://pmfo.global,https://uk.linkedin.com/company/pall-mall-family-office-ltd,https://twitter.com/PallMallFO,info@pmfo.global,,33 St James's Square,"Pall Mall Family Office is a multi-family office based in London, UK, providing bespoke wealth management, investment advisory, and family governance services to ultra-high-net-worth families. The firm focuses on long-term capital preservation, direct investments, and strategic asset allocation across private equity, real estate, and alternative assets.",,,enriched,b7e83858-792c-4eef-8aa0-5c6429e722c5
Pardus Family Office,Family Office,$1B+,$1M-$20M,"London, United Kingdom",Wealth Management & Investment,Technology; Healthcare; Fintech; Real Estate; Consumer,Seed; Series A; Series B; Growth,30,2008,11-50,https://www.parduscapital.com,https://www.linkedin.com/company/pardus-family-office/,https://twitter.com/PardusCapital,info@parduscapital.com,,55 Baker Street,"Pardus Family Office is a single-family office based in London, United Kingdom, managing the wealth and investments of the Pardus family. The firm focuses on a diversified investment strategy across public and private markets, with a strong emphasis on technology, healthcare, and real estate sectors, while also engaging in direct investments and venture capital opportunities.",,,enriched,3b8df0cd-8aa7-4aa0-a2ab-63da58f1474e
