Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Aboa Advest,Private,$200M,€500K-€3M,"Helsinki, Finland","Financial Services, Impact Investing, Fund of Funds",DeepTech; Impact Investing; Sustainability,Pre-Seed; Seed; Series A; Series B,20,2010,1-10,https://www.aboa-advest.fi/en/,https://www.linkedin.com/company/aboa-advest/,https://twitter.com/AboaAdvest,,,Helsinki; Pohjoisesplanadi 35; Finland; 00100,"Aboa Advest is a family-owned investment firm based in Finland, specializing in impact-driven investments with a long-term horizon. The firm primarily allocates capital to venture capital and buyout funds, with a strong focus on Finnish growth companies, particularly in DeepTech, sustainability, and sectors delivering measurable social or environmental impact alongside financial returns.",,folk,enriched,4d2f39c9-a897-444b-9338-4aa5a24563a9
Aeris Capital,Family Office,$1B+,$5M-$50M,"Zurich, Switzerland",Wealth Management & Direct Investments,Industrials; Sustainability; Clean Technology; Advanced Manufacturing; Infrastructure,Series A; Series B; Growth,20,2000,11-50,https://www.aeris-capital.com,https://www.linkedin.com/company/aeris-capital,,,,,"Aeris Capital is a single-family office based in Zurich, Switzerland, managing the wealth of the Schmidheiny family, known for their historical ties to the global cement industry (Holderbank, now LafargeHolcim). The firm focuses on direct investments in growth-stage companies, particularly in sustainability, industrial innovation, and technology sectors, with a long-term investment horizon.",,folk,enriched,5b2e9671-a911-40aa-b151-c73e7b9f8278
Ajax Capital,Family Office,$500M-$1B,$1M-$10M,"New Delhi, India",Wealth Management,Technology; Fintech; Real Estate; Consumer; Healthcare,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.ajaxcapital.in,https://www.linkedin.com/company/ajax-capital/,https://twitter.com/ajaxcapital,,,,"Ajax Capital is the single-family office of entrepreneur Ajay Gupta, focusing on managing the Gupta family's wealth and investments. The firm primarily targets opportunities in technology, real estate, and consumer sectors across India and other emerging markets, with a long-term investment horizon.",,folk,enriched,be9ef32c-622b-4f2e-bb5d-81130990af6b
Al Khayyat Investments (AKI),Family Office,$2B+,$10M-$100M,"Dubai, United Arab Emirates",Diversified Investments,Healthcare; Consumer Goods; Automotive; Real Estate; Construction; Logistics,Growth; Series C; Series D; Bridge,20,1970,51-200,https://www.alkhayyatinvestments.com,https://www.linkedin.com/company/al-khayyat-investments/,,,,,"Al Khayyat Investments (AKI) is a diversified family office and conglomerate based in the UAE, founded by the Al Khayyat family. The firm has a broad investment portfolio spanning healthcare, consumer goods, automotive, contracting, and real estate, with a conservative approach rooted in long-term value creation and strategic growth across the Middle East and global markets.",,folk,enriched,5d83cf4e-565c-4a86-a284-42391577356c
Aldebaran Capital,Family Office,$1B+,$5M-$50M,"Singapore, Singapore",Family Office,Real Estate; Private Equity; Venture Capital; Hospitality; Technology,Growth; Series C; Series D; Bridge,20,2010,11-50,https://aldebarancapital.asia/,https://www.linkedin.com/company/aldebaran-capital/,,,,,"Aldebaran Capital is a Singapore-based single-family office managing the wealth of the Kwee family, prominent real estate developers and investors in Asia. The firm focuses on long-term investments across real estate, private equity, and venture capital, with a strong emphasis on Asia-Pacific markets and sustainable growth opportunities.",,folk,enriched,7a38b461-b230-475a-9692-9073f0669605
Allegoria Capital,Family Office,$500M-$1B,$1M-$10M,"Dubai, United Arab Emirates",Wealth Management & Private Investments,Real Estate; Technology; Healthcare; Fintech; Private Equity,Seed; Series A; Series B; Growth,20,2015,11-50,https://www.allegoriacapital.com,https://www.linkedin.com/company/allegoria-capital/,,,,,"Allegoria Capital is a multi-family office based in Dubai, United Arab Emirates, specializing in wealth management, corporate valuation, advisory, and private placement services for ultra-high-net-worth families and individuals. The firm provides tailored investment solutions, strategic advisory, and access to private market opportunities across Asia and the Middle East.",,folk,enriched,1ea507aa-bb18-4cf1-afd5-cc44711c210e
Alpha Capital Family Office,Family Office,$500M-$1B,$1M-$10M,"Delhi, India",Wealth Management & Private Investments,Technology; Healthcare; Fintech; Advanced Manufacturing; AI; Robotics,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.alphacapital.in,https://www.linkedin.com/company/alpha-capital-family-office,https://twitter.com/AlphaCapitalFO,,,,"Alpha Capital Family Office is a multi-family office (MFO) based in Delhi NCR, India, providing wealth advisory services and strategic investments in high-growth startups. The firm focuses on early to growth-stage companies across technology, healthcare, and advanced manufacturing sectors, with a global investment outlook.",,folk,enriched,89aabd4a-8442-4ce1-91c5-58c232331b61
AM Capital,Family Office,$500M-$1B,$1M-$10M,"Dubai, United Arab Emirates",Wealth Management & Investment Services,Fintech; Real Estate; Technology; Venture Capital,Seed; Series A; Series B; Growth,20,2015,11-50,https://www.amcapital.pro,https://www.linkedin.com/company/am-capital-dubai/,,,,,"AM Capital is a multi-family office based in Dubai, United Arab Emirates, specializing in providing bespoke investment solutions to high-net-worth individuals and families. The firm focuses on venture capital, real estate, and fintech opportunities, with a strong emphasis on the Middle East and Asia regions.",,folk,enriched,d5ef7988-fecd-4ba9-8e18-59b83caf7b19
Ambuja Neotia,Venture Capital,$2B+ (estimated),$10M-$100M,"Kolkata, India",Conglomerate,Real Estate; Hospitality; Healthcare; Education; Infrastructure,Growth; Bridge,20,1945,501-1000,https://www.ambujaneotia.com,https://www.linkedin.com/company/ambuja-neotia-group/,https://twitter.com/AmbujaNeotia,,,,"Ambuja Neotia is a prominent Indian family office and diversified conglomerate led by the Neotia family, with deep roots in Eastern India. The group has significant interests in real estate, hospitality, healthcare, and education, with a long-term investment philosophy focused on sustainable growth and regional development.",,smart_import,enriched,47fc5797-b837-4b06-929f-f043feb14287
Amcari Limited,Family Office,$500M-$1B,$1M-$10M,"Gibraltar, Gibraltar",Wealth Management,Real Estate; Private Equity; Venture Capital; Technology; Financial Services,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.amcari.com,https://www.linkedin.com/company/amcari-limited,https://twitter.com/AmcariLimited,,,,"Amcari Limited is a single-family office based in Gibraltar, managing the wealth and investments of a high-net-worth family. The firm focuses on a diversified portfolio across real estate, private equity, and venture capital, with a strategic emphasis on long-term growth and asset preservation.",,,enriched,b653b649-edc3-4b68-9e12-1258da69b2b6
Andreas Strüngmann / Santo Holding,Family Office,$3B+,$10M-$100M,"Munich, Germany",Healthcare & Life Sciences,Biotechnology; Pharmaceuticals; Life Sciences; Healthcare,Series A; Series B; Series C; Growth,20,2005,11-50,https://www.santo-holding.de,https://www.linkedin.com/company/santo-holding/,,,,,"Santo Holding is the single-family office of Andreas Strüngmann, a German billionaire and co-founder of Hexal, a generic pharmaceutical company sold to Novartis in 2005 for $7.5 billion. The firm focuses on investments in biotechnology, pharmaceuticals, and life sciences, with a strong emphasis on deep scientific alignment and long-term value creation in Europe and globally.",,folk,enriched,c5ea4e04-4dfd-49fc-a9a1-612e454b8c7c
Annex Investments,Family Office,$500M-$1B,$1M-$10M,"Abu Dhabi, United Arab Emirates",Family Office & Venture Capital,Technology; Healthcare; Fintech; Real Estate; Infrastructure,Seed; Series A; Series B; Series C; Growth,20,2015,11-50,https://www.annexinvestments.com,https://www.linkedin.com/company/annex-investments,https://twitter.com/AnnexInvest,,,,"Annex Investments is a hybrid single-family office based in Abu Dhabi, United Arab Emirates, founded by Ahmed Nasser Al Nowais. The firm focuses on venture capital investments, private equity, and direct investments across technology, healthcare, and real estate sectors, with a strong emphasis on the Middle East and global emerging markets.",,folk,enriched,82197497-f282-4ca6-92c9-0fa85ba13c87
Anthos Capital,Family Office,$1.5B,$50M-$200M,"Amsterdam, Netherlands",Financial Services,Technology; Business Services; Consumer; Healthcare; Industrial,Growth; Series C; Series D,20,1999,11-50,https://www.anthoscapital.com,https://www.linkedin.com/company/anthos-capital/,,,,,"Anthos Capital is a private equity firm based in the Netherlands, focusing on growth capital investments in European middle-market companies. The firm targets businesses with strong market positions, sustainable competitive advantages, and significant growth potential, often taking majority or substantial minority stakes.",,,enriched,637c9810-8b00-427d-9cfc-f98a971e4388
Ariete Family Office,Family Office,$100M,$500K-$5M,"Barcelona, Spain","Wealth Management, Direct Investments",Technology; Fintech; Healthcare; Real Estate; Renewable Energy,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.arietefamilyoffice.com,https://www.linkedin.com/company/ariete-family-office,,,,,"Ariete Family Office is a single-family office based in Barcelona, Spain, managing the wealth and investments of a prominent Spanish family. The firm focuses on multidisciplinary finance advisory, direct equity investments, and strategic asset allocation across diverse sectors, with a preference for early-stage and growth opportunities in Europe and Latin America.",,folk,enriched,c7e694dd-20c8-4a7f-baff-5921b6274441
Arion Venture Capital,Family Office,$50M,€100K-€1.5M,"Paris, France","Impact Investing, Renewable Energy, Fintech, Financial Services",Renewable Energy; Fintech; Social Impact; Sustainability,Pre-Seed; Seed,20,2018,1-10,https://arion.vc,https://www.linkedin.com/company/arion-vc,https://twitter.com/ArionVC,,,"15 Rue de la Paix, 75002 Paris, France","Arion Venture Capital is an early-stage venture capital firm based in Paris, France, specializing in impact-driven startups. The firm focuses on pre-seed and seed investments in sustainability, fintech, renewable energy, and social innovation, providing both capital and strategic advisory to entrepreneurs tackling global challenges.",,folk,enriched,2bbc563c-35b6-4503-801a-13aaf09602c4
AT Capital Group (Arvind Tiku),Family Office,$1B+,$20M-$250M,"Singapore, Singapore","Private Equity, Debt, Infrastructure",Renewable Energy; Oil & Gas; Logistics; Real Estate; Infrastructure,Growth; Bridge,20,2010,11-50,https://www.atcapitalgroup.com,https://www.linkedin.com/company/at-capital-group/,,,,,"AT Capital Group is a single-family office founded by Arvind Tiku, focusing on opportunistic investments across renewable energy, oil & gas, logistics, real estate, and private equity. The firm targets high-yield opportunities in Asia and other emerging markets, with a flexible investment approach spanning equity and debt instruments.",,folk,enriched,ee654d69-2763-43bf-8556-fe5043a6d55d
Aviondor Group,Family Office,$1B+,$5M-$50M,"Tokyo, Japan",Wealth Management & Alternative Investments,Technology; Healthcare; Fintech; Real Estate; Infrastructure,Growth; Series C; Series D,20,2010,11-50,https://www.aviondor.com,https://www.linkedin.com/company/aviondor-group/,,,,,"Aviondor Group is a single-family office based in Tokyo, Japan, managing the wealth of the founding family with a focus on global alternative asset investments. The firm specializes in direct investments, private equity, and venture capital, targeting high-growth opportunities across Asia and other key markets.",,folk,enriched,ade09ef2-8758-4663-be6e-d706968fdf54
Awilhelmsen AS (Wilhelmsen family),Family Office,$3B+,$10M-$100M,"Oslo, Norway",Diversified Industrial & Maritime Investments,Maritime; Shipping; Logistics; Industrial Technology; Real Estate; Sustainability; Energy,Growth; Series C; Series D; Bridge,20,,11-50,https://www.awilhelmsen.com,https://www.linkedin.com/company/awilhelmsen,https://twitter.com/awilhelmsen,,,,"Awilhelmsen AS is the single-family office of the Wilhelmsen family, one of Norway's most prominent industrial dynasties. The firm manages the family's wealth, focusing on long-term investments across shipping, maritime technology, real estate, and industrial sectors, with a strong emphasis on sustainability and innovation in global trade.",,folk,enriched,c9728a9d-88ef-4561-99ab-a8d130c83393
AWJ Holding Company,Family Office,$1B+,$10M-$100M,"Riyadh, Saudi Arabia",Investment & Asset Management,Real Estate; Hospitality; Infrastructure; Private Equity,Growth; Bridge,20,1979,51-200,https://awjholding.com/,https://www.linkedin.com/company/awj-holding-company/,,,,,"AWJ Holding Company is a prominent Saudi Arabian family office specializing in diversified investments, with a strong focus on real estate, hospitality, and strategic asset management. The firm leverages its deep regional expertise to identify and capitalize on high-value opportunities across the Middle East and beyond, aligning with the long-term vision of the Al-Jeraisy family.",,folk,enriched,cec52b7b-5780-433a-958e-2787a54db084
Badreddine Group,Family Office,$1B+,$10M-$100M,"Monaco, Monaco",Real Estate & Asset Management,Real Estate; Sustainable Investments; Luxury Assets; Hospitality,Growth; Bridge,20,1980,11-50,https://www.badreddinegroup.com,https://www.linkedin.com/company/badreddine-group,,,,,"Badreddine Group is a Monaco-based family office focused on real estate, sustainable investments, and asset management. The firm is associated with the Badreddine family, known for their strategic investments in high-value properties and philanthropic initiatives across Europe and the Middle East.",,folk,enriched,8d72aeda-9333-4dd3-a8f2-6a6b2187ec88
Baksh Capital,Family Office,$500M-$1B,$1M-$10M,"Singapore, Singapore",Family Office,Technology; Real Estate; Healthcare; Fintech; Consumer,Seed; Series A; Series B; Growth,20,2010,11-50,http://baksh.sg/,https://www.linkedin.com/company/baksh-capital/,,,,,"Baksh Capital is a Singapore-based single-family office established to manage and consolidate the investments of the Baksh family in the Asian region. The firm focuses on a diversified portfolio across multiple asset classes, including private equity, real estate, and venture capital, with a strong emphasis on long-term value creation and generational wealth preservation.",,folk,enriched,d6e5a658-e2e1-4e5b-bdd1-855250d4ed29
Black Kite Capital,Family Office,$500M-$1B,$1M-$10M,"Singapore, Singapore",Family Office,Technology; Fintech; Healthcare; Real Estate; Consumer,Seed; Series A; Series B; Series C; Growth,20,2010,11-50,https://blackkitecapital.com,https://www.linkedin.com/company/black-kite-capital/,,,,,"Black Kite Capital is a single-family office based in Singapore, managing the wealth and investments of a high-net-worth family. The firm focuses on a diversified portfolio across private equity, venture capital, real estate, and alternative assets, with a strong emphasis on Asia-Pacific markets.",,folk,enriched,809ed189-7be7-4e61-821b-9e16df5684ab
Blauwpark Partners,Family Office,$500M-$1B,$5M-$50M,"Singapore, Singapore",Wealth Management & Private Equity,Technology; Healthcare; Fintech; Sustainability; Impact Investing,Growth; Series C; Series D; Bridge,20,2010,11-50,https://www.blauwparkpartners.com/,https://www.linkedin.com/company/blauwpark-partners/,https://twitter.com/BlauwparkP,,,,"Blauwpark Partners is a Singapore-based single-family office managing the wealth of high-net-worth families with a strong focus on private equity and impact investing. The firm targets growth-stage companies across Asia, particularly in technology, healthcare, fintech, and sustainability sectors, aligning financial returns with measurable social and environmental impact.",,folk,enriched,a94e06b8-e1f5-4880-b741-4351c576523b
Boyser Family Office,Family Office,$5B,$5M-$50M,"Barcelona, Spain","Wealth Management, Direct Investments",Real Estate; Technology; Consumer Goods; Healthcare; Financial Services,Growth; Series C; Series D; Bridge,20,2005,11-50,https://www.boyserfamilyoffice.com,https://www.linkedin.com/company/boyser-family-office,,,,,"Boyser Family Office is a single-family office managing the wealth of the Boyser family, with a strong focus on investments in Spain and select international markets. The office specializes in direct equity investments, advisory services, and wealth preservation across diverse sectors including real estate, technology, and consumer goods.",,folk,enriched,204cd90b-6e0d-4edc-93c6-4e4e65c49825
Buckscapital,Family Office,$50M-$100M,$50K-$500K,"Sharjah, United Arab Emirates",buckscapital.com,Fintech; Technology; Consumer Services; Real Estate; SMEs,Pre-seed; Seed,20,2015,1-10,http://www.buckscapital.com,https://www.linkedin.com/company/buckscapital,,,,,mohandas@buckscapital.com,,folk,enriched,9c290ed4-e10f-4be4-b471-8a47dd442053
Byler Holdings,Family Office,$500M-$1B,$1M-$20M,"Nashville, Tennessee, USA","Property Development, Property Management, Real Estate, Venture Capital",Real Estate; PropTech; Technology; Fintech; Healthcare,Seed; Series A; Series B; Growth,20,2005,11-50,https://www.bylerholdings.com//?utm_source=evelinherrera&utm_medium=evelinherrera&utm_campaign=evelinherrera,https://www.linkedin.com/company/byler-holdings-llc/,,,,"Nashville, Tennessee, USA","Byler Holdings is a family office and real estate investment firm focused on property development, management, and venture capital investments. The firm operates primarily in the United States, with a diversified portfolio spanning real estate, technology, and other high-growth sectors.",,folk,enriched,d9fa3a3d-93a5-4dd5-bc61-57e76f7f6cc5
Canica (Stein Erik Hagen),Family Office,$5B+,$50M-$500M,"Oslo, Norway",Diversified Investments,Industrial; Real Estate; Consumer Goods; Financial Services; Public Equities,Growth; Bridge,20,1985,11-50,https://www.canica.no,https://www.linkedin.com/company/canica-as,,,,"Drammensveien 134, 0277 Oslo, Norway; Pfäffikon, Switzerland","Canica is the single-family office of Norwegian billionaire Stein Erik Hagen, managing his diversified investment portfolio across industrial ventures, real estate, and public markets. The firm operates with a long-term investment horizon, leveraging Hagen's extensive experience from founding and leading Orkla, one of Norway's largest conglomerates, and maintains a discreet, high-net-worth investment strategy with a focus on Nordic and European markets.",,folk,enriched,b3a313cc-4811-4c3a-b8bf-5cb725f1fada
CapB,Family Office,$500M-$1B,$1M-$10M,"Beirut, Lebanon",https://capb.me,Technology; Real Estate; Healthcare; Fintech; Energy; Logistics,Seed; Series A; Series B; Growth,20,2010,11-50,https://capb.me,https://www.linkedin.com/company/capb-me/,,,,,info@capb.me,,folk,enriched,32e19ab7-96f7-44e8-a3a9-87f8a61fc694
Capikris Foundation,Family Office,$100M-$200M,$250K-$2M,"Singapore, Singapore",Family Office,Technology; Fintech; Healthtech; AI; SaaS; E-commerce,Pre-seed; Seed; Series A,20,2015,1-10,https://www.capikris.com,https://www.linkedin.com/company/capikris-foundation/,,,,,"Capikris Foundation is a Singapore-based single-family office focused on early-stage investments in global, scalable technology startups. The firm primarily targets seed, pre-Series A, and Series A opportunities with a strong emphasis on innovative solutions across Asia and other key markets.",,folk,enriched,230242fb-ea26-40c3-ba59-ce504a57e61c
Capri Global Family Office,Family Office,$1B+,$1M-$20M,"Mumbai, India",Wealth Management & Private Investments,Fintech; Technology; Healthcare; Real Estate; Infrastructure,Seed; Series A; Series B; Series C; Growth,20,2010,11-50,https://www.capriglobal.in,https://www.linkedin.com/company/capri-global-capital-limited/,https://twitter.com/CapriGlobalCap,,,,"Capri Global Family Office is the single-family office of the Khanna family, managing the wealth and investments of the Capri Global Group. The office focuses on a diversified portfolio across asset classes, including private equity, real estate, and venture capital, with a strong emphasis on India and global opportunities in technology, healthcare, and financial services.",,folk,enriched,ed2db893-38db-4e09-850d-39008d3f1b00
City Ventures,Family Office,$50M,$50K-$500K,"Helsinki, Finland",,Technology; Digital Media; SaaS; E-commerce; Fintech,Pre-seed; Seed; Series A,20,2007,1-10,http://www.cityventures.fi,https://www.linkedin.com/in/ilkkaolavas/,https://twitter.com/lavas,,,,Private strategic investment company of successful serial entrepreneur Ilkka O. Lavas,,folk,enriched,6159053b-15eb-4946-a6db-b828ad077b9e
Clermont Group,Family Office,$3B+,$50M-$500M,"Singapore, Singapore","Private Equity, Family Office Investments",Healthcare; Financial Services; Infrastructure; Technology; Consumer,Growth; Series C; Series D,20,2006,51-200,https://www.clermontgroup.com,https://www.linkedin.com/company/clermont-group/,,,,"10 Collyer Quay, #22-01 Ocean Financial Centre; 86 Le Loi Street, District 1","Clermont Group is a global family office and private investment group founded by billionaire Richard Chandler. The firm focuses on long-term value investments across healthcare, financial services, and infrastructure, with a strong emphasis on corporate governance and emerging markets, particularly in Southeast Asia and other high-growth regions.",,folk,enriched,9601ed75-73c8-41fd-892a-9594c8f489d7
Daher Capital,Family Office,$500M-$1B,$1M-$20M,"Dubai, United Arab Emirates",dahercapital.com,Technology; Real Estate; Healthcare; Fintech; Energy,Growth; Series B; Series C; Series D,20,2010,11-50,https://www.dahercapital.com,https://www.linkedin.com/company/daher-capital,,,,,contact@dahercapital.com,,folk,enriched,192d27b8-2225-492e-903d-ea6bae0b2c6f
DeBa Group S.A. SPF,Family Office,$500M-$1B,$1M-$10M,"Luxembourg, Luxembourg",Wealth Management,Technology; Fintech; Real Estate; Healthcare; Consumer,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.debagroup.com,https://lu.linkedin.com/company/deba-group-s-a-spf,https://twitter.com/DeBaGroup,,,"287-289 Route d'Arlon, L-8011 Strassen","DeBa Group S.A. SPF is a Luxembourg-based single-family office managing the wealth of the Özbugutu family, founded by Devrim Özbugutu. The firm focuses on diversified investments across private equity, real estate, and venture capital, with a strong emphasis on European and Turkish markets, leveraging the family's entrepreneurial background in technology and finance.",,,enriched,e81f7cd2-ec80-4450-b339-8b780d2e1ab0
DeepSky Capital,Family Office,$500M-$1B,$1M-$20M,"Hong Kong, Hong Kong",Family Office / Private Capital,Technology; Real Estate; Financial Services; Fintech; Healthcare,Growth; Series C; Series D; Bridge,20,2010,11-50,http://www.deepskycapital.com,https://www.linkedin.com/company/deepsky-capital,,,,,"DeepSky Capital is a Hong Kong-based family office and private capital markets investor and advisor, focusing on direct investments and advisory services for high-net-worth families and private investors. The firm specializes in cross-border opportunities, particularly in Asia, with a focus on technology, real estate, and financial services sectors.",,folk,enriched,800d9b6d-7f57-420f-aa6f-b5a5d01934d3
Desai Ventures,Family Office,$100M-$200M,$250K-$2M,"Ahmedabad, Gujarat, India",Family Office & Early-Stage Investments,Technology; Fintech; Healthcare; SaaS; Consumer,Pre-seed; Seed; Series A,20,2015,1-10,https://www.desaiventures.io,https://www.linkedin.com/company/desai-ventures/,,,,,"Desai Ventures is a family office based in India, founded by the Desai family, known for their entrepreneurial background in textiles and manufacturing. The firm focuses on early-stage investments in technology-driven startups, with a strong emphasis on supporting founders in India and other emerging markets.",,folk,enriched,af6031b7-b979-4968-8095-9a6e6b168a5a
DivCapital,Family Office,$200M-$500M,$500K-$5M,"Beirut, Lebanon",https://div.capital,Technology; Fintech; Real Estate; Healthcare; Consumer Goods,Seed; Series A; Series B; Growth,20,2015,11-50,https://div.capital,https://www.linkedin.com/company/divcapital,,,,,info@div.capital,,folk,enriched,d52e2652-edbe-49f2-b78f-f334d425aca9
Drummond Road Capital,Family Office,$500M-$1B,$1M-$10M,"San Francisco, United States",Investment Management,Technology; Real Estate; Sustainability; Transportation; Artificial Intelligence,Seed; Series A; Series B,20,2015,11-50,https://www.drummondroad.com,https://www.linkedin.com/company/drummond-road-capital,,,,,"Drummond Road Capital is a single-family office representing the wealth of the Uber family, co-founded by Garrett Camp and his brother. The firm focuses on early-stage investments in technology, real estate, and disruptive innovation, with a strong emphasis on sustainability and long-term growth opportunities.",,folk,enriched,a35083d7-c45b-4bb3-9356-2f2346952db5
Eightstone Oclaner,Family Office,$500M-$1B,$1M-$20M,"Singapore, Singapore",http://oclaner.com/,Technology; Real Estate; Financial Services; Healthcare; Consumer Goods,Growth; Series C; Series D; Bridge,20,2010,11-50,http://oclaner.com/,https://www.linkedin.com/company/oclaner-asset-management/,,,,,enquiries@oclaner.com,,folk,enriched,79a4107b-fa43-4d1d-b878-7e40cbff56b8
Enam Family Office,Family Office,$1B+,$5M-$50M,"Mumbai, India",Wealth Management & Private Investments,Financial Services; Technology; Healthcare; Consumer; Infrastructure,Growth; Series C; Series D,20,2010,11-50,https://www.enamholdings.com,https://www.linkedin.com/company/enam-family-office/,,,,,"Enam Family Office is the private investment vehicle of the Bhansali family, led by Vallabh Bhansali, co-founder of Enam Securities. The office focuses on public equities, private investments, and wealth preservation, with a strong emphasis on Indian markets and select global opportunities.",,folk,enriched,df38af22-9f9d-499f-b2f2-74710cc940a3
Exor,Family Office,30000000000,$50M-$1B+,"Turin, Italy",Diversified Investments,Automotive; Luxury; Agriculture; Media; Sports; Technology; Financial Services,Growth; Late Stage; Buyout,20,1927,51-200,https://www.exor.com,https://www.linkedin.com/company/exor/,https://twitter.com/EXOR,,,,"Exor is the holding company of the Agnelli family, one of Europe’s most prominent and long-standing industrial dynasties. It manages a diversified portfolio of controlling and minority stakes in global businesses across automotive, luxury, agriculture, media, sports, and technology sectors, with a long-term investment horizon and active governance approach.",,folk,enriched,6a3f2547-9d5a-4ab0-aed6-f49721f10074
Farro Capital,Family Office,$1B,$5M-$50M,"Singapore, Singapore",Wealth Management & Multi-Family Office,Technology; Fintech; Healthcare; Real Estate; Private Equity; Venture Capital,Growth; Series C; Series D; Bridge,20,2018,11-50,https://www.farrocapital.com,https://www.linkedin.com/company/farrocapital/,https://twitter.com/FarroCapital,,,,"Farro Capital is a multi-family office catering to ultra-high-net-worth (UHNW) Indian-origin clients, focusing on diversified wealth management, cross-border investments, and generational wealth preservation. The firm specializes in serving the Indian diaspora, with a strong presence in Singapore and strategic investments across Asia, the US, and Europe.",,folk,enriched,b94cbdce-b280-4f5b-9250-5809ea2a2905
Fedesa (Ferrero family),Family Office,$55B+,$50M-$500M,"Luxembourg, Luxembourg","Family Office, Wealth Management, Private Investing",Consumer Goods; Agribusiness; Food & Beverage; Real Estate; Private Equity; Luxury Goods,Growth; Series C; Series D; Bridge,20,2000,51-200,https://www.ferrero.com,https://www.linkedin.com/company/ferrero/,https://twitter.com/Ferrero_Group,,,,"Fedesa is the single-family office of the Ferrero family, founders of the global confectionery giant Ferrero SpA. The office manages the family's wealth, investments, and philanthropic activities, focusing on long-term value creation across consumer goods, agribusiness, real estate, and private equity, with a conservative and legacy-driven approach.",,folk,enriched,868816ad-fa1b-416b-90cd-64e39cb05044
FHS Capital,Family Office,$800M,$2M-$15M,"Dubai, United Arab Emirates",Wealth Management & Investment,Technology; Fintech; Healthcare; Sustainability; Real Estate; Logistics,Seed; Series A; Series B; Series C; Growth,20,2015,20-50,https://www.fhscapital.com,https://www.linkedin.com/company/fhs-capital,https://twitter.com/FHS_Capital,,,,"FHS Capital is a multi-family office based in Dubai, United Arab Emirates, focused on investing in high-growth sectors such as technology, fintech, healthcare, sustainability, and real estate. The firm targets innovative businesses across the Middle East, Asia, and global markets, providing strategic capital and support to entrepreneurs and established companies alike.",,folk,enriched,2d7b54a6-63fb-48d1-b1cc-83ed1f36f679
Financial Horizon Group,Family Office,$500M-$1B,$1M-$20M,"Al Khobar, Saudi Arabia",Wealth Management & Investment,Real Estate; Private Equity; Public Markets; Infrastructure; Energy,Growth; Series C; Series D; Bridge,20,2005,11-50,http://www.f-horizon.com/,https://www.linkedin.com/company/financial-horizon-group/,,,,,"Financial Horizon Group is a Saudi Arabia-based family office managing diversified investments across multiple asset classes, including private equity, real estate, and public markets. The firm focuses on long-term wealth preservation and growth for its founding family, with a strong emphasis on opportunities in the Middle East and broader Asian markets.",,folk,enriched,3ccffe92-b56c-4d9c-9167-31a7f6a40309
Financière Saint James (Benabou),Family Office,$200M,€500K-€5M,"Paris, France",Venture Capital & Real Estate,Technology; Artificial Intelligence; Fintech; Real Estate; SaaS,Pre-seed; Seed; Series A,20,2015,1-10,https://www.financieresaintjames.com,https://www.linkedin.com/company/financiere-saint-james/,,,,,"Financière Saint James (Benabou) is a single-family office based in Paris, France, focused on early-stage technology investments, particularly in AI and disruptive startups. It also pursues real estate value opportunities and maintains a hands-on, agile approach to supporting portfolio companies from Seed to Series A stages.",,folk,enriched,c55d9651-a838-4fdb-9479-312ae9637715
Fisher8 Capital,Family Office,$500M-$1B,$1M-$10M,"Singapore, Singapore",Family Office,Technology; Fintech; Sustainability; Healthcare; Consumer,Seed; Series A; Series B; Series C; Growth,20,2018,11-50,https://www.fisher8.capital/,https://www.linkedin.com/company/fisher8-capital/,https://twitter.com/Fisher8Capital,,,,"Fisher8 Capital is a Singapore-based single-family office that manages the wealth of the Fisher family, founders of the Fisher Group. The firm focuses on early-stage to growth investments across Asia, with a strong emphasis on technology, fintech, and sustainable businesses, aligning with the family's long-term investment philosophy.",,folk,enriched,c70c89a7-7695-4763-9eac-428938bc7984
Footprints Investments,Family Office,$750M,$1M-$15M,"Singapore, Singapore",Wealth Management & Investment,Technology; Real Estate; Sustainability; Fintech; Healthcare; Impact Investing,Seed; Series A; Series B; Growth,20,2015,11-50,https://www.footprintsinvestments.com,https://www.linkedin.com/company/footprints-investments,https://twitter.com/FootprintsInv,,,,"Footprints Investments is a Singapore-based single-family office managing the wealth of a prominent Asian entrepreneurial family. The firm focuses on diversified investments across technology, real estate, sustainability, fintech, and healthcare, with a strong emphasis on early-stage to growth-stage opportunities in Asia and globally.",,folk,enriched,2d231921-7e4b-4f3d-9ca0-fd659277efe0
